(1, 0, 1, 0, 1, 0, 1, 1, 0, 1) : 120 
(1, 0, 1, 0, 0, 0, 1, 1, 0, 1) : 8 
(1, 0, 0, 1, 0, 0, 1, 1, 0, 1) : 1 
(1, 0, 0, 1, 0, 0, 1, 0, 1, 1) : 3 
(0, 1, 0, 1, 0, 1, 1, 0, 1, 1) : 173 
(0, 1, 0, 1, 0, 1, 1, 1, 0, 1) : 107 
(0, 1, 1, 0, 1, 1, 1, 1, 0, 1) : 58 
(0, 1, 0, 1, 1, 1, 0, 1, 0, 1) : 92 
(0, 1, 0, 1, 0, 1, 0, 1, 0, 1) : 115 
(0, 1, 0, 1, 1, 0, 1, 0, 1, 1) : 163 
(1, 0, 1, 1, 1, 0, 1, 0, 1, 1) : 58 
(1, 0, 1, 0, 1, 0, 1, 0, 1, 1) : 88 
(1, 0, 1, 0, 1, 0, 1, 0, 1, 0) : 159 
(1, 0, 1, 1, 0, 1, 1, 1, 0, 1) : 88 
(0, 1, 0, 0, 0, 1, 0, 1, 0, 1) : 25 
(1, 0, 1, 0, 0, 1, 0, 1, 0, 1) : 15 
(1, 0, 1, 0, 0, 1, 1, 0, 1, 1) : 12 
(1, 1, 0, 1, 0, 1, 1, 1, 0, 1) : 63 
(1, 1, 1, 0, 1, 1, 1, 1, 1, 0) : 22 
(1, 1, 1, 0, 1, 0, 1, 1, 1, 0) : 63 
(1, 1, 1, 0, 1, 0, 1, 1, 0, 0) : 9 
(0, 1, 1, 0, 1, 0, 1, 1, 1, 1) : 64 
(1, 1, 1, 0, 1, 1, 1, 1, 0, 1) : 22 
(1, 0, 1, 0, 1, 1, 1, 1, 0, 1) : 48 
(1, 0, 1, 1, 0, 1, 0, 1, 1, 0) : 99 
(0, 0, 0, 1, 1, 0, 1, 1, 0, 1) : 19 
(0, 0, 0, 1, 0, 1, 1, 1, 0, 1) : 7 
(1, 0, 0, 1, 0, 1, 1, 1, 1, 0) : 15 
(0, 1, 0, 1, 0, 1, 1, 1, 1, 1) : 31 
(0, 1, 0, 1, 0, 1, 0, 0, 0, 1) : 25 
(0, 1, 1, 0, 1, 1, 0, 0, 0, 1) : 10 
(1, 0, 1, 1, 1, 0, 1, 0, 0, 1) : 18 
(0, 1, 1, 1, 1, 0, 1, 0, 0, 1) : 17 
(1, 1, 1, 0, 1, 0, 1, 0, 1, 0) : 104 
(1, 1, 0, 1, 1, 0, 1, 0, 1, 0) : 156 
(1, 0, 1, 1, 1, 0, 1, 0, 1, 0) : 72 
(0, 1, 0, 1, 1, 0, 1, 0, 1, 0) : 12 
(0, 1, 1, 1, 0, 1, 1, 0, 1, 0) : 18 
(0, 1, 1, 1, 1, 0, 1, 0, 1, 0) : 2 
(0, 1, 1, 1, 1, 1, 0, 1, 1, 0) : 3 
(0, 1, 0, 1, 1, 1, 0, 1, 1, 0) : 14 
(0, 1, 1, 0, 1, 1, 0, 1, 1, 0) : 5 
(1, 0, 1, 0, 1, 1, 1, 0, 1, 0) : 94 
(1, 0, 1, 1, 0, 1, 1, 0, 1, 0) : 121 
(1, 0, 1, 1, 0, 0, 1, 0, 1, 0) : 18 
(1, 1, 0, 1, 1, 1, 1, 0, 1, 0) : 62 
(1, 1, 0, 1, 1, 1, 1, 0, 0, 0) : 4 
(1, 0, 1, 1, 1, 1, 1, 0, 0, 0) : 7 
(1, 0, 1, 1, 1, 0, 1, 1, 0, 0) : 6 
(1, 0, 1, 1, 0, 1, 1, 1, 0, 0) : 3 
(1, 0, 0, 1, 0, 1, 1, 1, 0, 0) : 8 
(1, 0, 0, 1, 0, 1, 0, 1, 0, 0) : 13 
(1, 0, 0, 1, 1, 0, 1, 1, 0, 0) : 8 
(1, 0, 0, 1, 1, 0, 1, 0, 1, 0) : 36 
(1, 1, 0, 1, 1, 0, 1, 1, 1, 0) : 140 
(1, 1, 1, 1, 0, 1, 0, 1, 1, 0) : 54 
(1, 1, 0, 1, 0, 1, 1, 0, 1, 0) : 136 
(1, 1, 1, 1, 0, 1, 1, 0, 1, 0) : 57 
(1, 1, 0, 1, 1, 1, 1, 1, 1, 0) : 8 
(0, 1, 0, 1, 1, 1, 1, 0, 1, 1) : 57 
(0, 1, 0, 1, 1, 1, 0, 1, 1, 1) : 100 
(0, 1, 1, 0, 1, 0, 0, 1, 1, 1) : 16 
(1, 0, 1, 0, 1, 0, 0, 1, 1, 1) : 1 
(1, 1, 0, 1, 1, 0, 1, 0, 1, 1) : 50 
(1, 0, 0, 1, 1, 0, 1, 0, 1, 1) : 10 
(1, 0, 0, 1, 1, 0, 1, 1, 0, 1) : 28 
(0, 0, 0, 0, 1, 0, 1, 1, 0, 1) : 24 
(0, 0, 0, 1, 0, 1, 0, 1, 0, 1) : 10 
(0, 0, 1, 0, 1, 1, 0, 1, 0, 1) : 20 
(0, 0, 1, 0, 1, 0, 1, 1, 0, 1) : 19 
(1, 0, 0, 0, 1, 0, 1, 1, 1, 0) : 10 
(1, 0, 0, 0, 1, 0, 1, 1, 0, 1) : 13 
(1, 0, 0, 0, 1, 1, 0, 1, 0, 1) : 14 
(0, 1, 0, 0, 1, 0, 1, 1, 1, 1) : 11 
(0, 1, 0, 0, 1, 0, 1, 1, 0, 1) : 21 
(1, 1, 0, 0, 1, 0, 1, 1, 1, 0) : 2 
(0, 1, 0, 1, 1, 1, 0, 0, 0, 1) : 2 
(0, 1, 1, 0, 1, 1, 0, 0, 0, 0) : 2 
(0, 1, 1, 0, 1, 0, 1, 0, 0, 0) : 5 
(0, 1, 1, 1, 0, 1, 0, 1, 0, 0) : 13 
(1, 1, 0, 1, 0, 1, 0, 1, 1, 0) : 142 
(1, 1, 1, 1, 0, 1, 0, 1, 0, 1) : 19 
(1, 0, 0, 1, 0, 1, 0, 1, 0, 1) : 21 
(0, 1, 1, 1, 0, 1, 1, 1, 0, 1) : 40 
(1, 1, 1, 1, 0, 1, 0, 0, 1, 0) : 15 
(1, 1, 1, 0, 1, 1, 0, 0, 1, 0) : 14 
(0, 1, 1, 1, 0, 1, 0, 0, 1, 1) : 9 
(0, 1, 1, 0, 1, 1, 1, 0, 0, 1) : 18 
(0, 1, 0, 1, 1, 1, 1, 0, 0, 1) : 7 
(0, 1, 0, 1, 0, 1, 1, 0, 0, 1) : 43 
(1, 0, 1, 1, 1, 1, 0, 1, 1, 1) : 26 
(1, 0, 1, 1, 0, 1, 0, 1, 1, 1) : 41 
(1, 0, 1, 1, 0, 1, 1, 0, 1, 1) : 105 
(1, 0, 1, 0, 1, 1, 0, 1, 1, 1) : 65 
(1, 0, 1, 0, 1, 1, 1, 0, 1, 1) : 69 
(1, 1, 0, 1, 1, 1, 1, 0, 1, 1) : 24 
(1, 0, 1, 1, 1, 1, 1, 0, 1, 1) : 15 
(0, 1, 0, 1, 1, 1, 1, 1, 0, 1) : 31 
(0, 0, 1, 1, 0, 1, 1, 0, 1, 1) : 14 
(1, 0, 0, 1, 0, 1, 1, 1, 0, 1) : 22 
(1, 0, 0, 1, 0, 1, 1, 0, 1, 1) : 10 
(1, 0, 1, 1, 1, 1, 1, 0, 1, 0) : 16 
(1, 0, 0, 1, 1, 1, 0, 1, 1, 0) : 9 
(0, 1, 0, 1, 1, 1, 1, 0, 1, 0) : 10 
(1, 1, 0, 1, 0, 1, 1, 1, 1, 0) : 45 
(1, 0, 1, 1, 0, 1, 1, 1, 1, 0) : 46 
(0, 1, 0, 0, 0, 1, 1, 0, 1, 0) : 5 
(0, 1, 0, 0, 0, 1, 1, 1, 0, 1) : 2 
(0, 0, 0, 0, 0, 1, 0, 1, 0, 1) : 3 
(0, 0, 0, 0, 0, 0, 0, 1, 0, 1) : 14 
(1, 0, 0, 0, 0, 0, 0, 1, 1, 0) : 3 
(1, 0, 0, 0, 0, 0, 1, 0, 1, 0) : 4 
(0, 0, 0, 0, 0, 0, 1, 0, 1, 0) : 25 
(0, 0, 0, 0, 0, 1, 0, 1, 1, 0) : 2 
(0, 0, 0, 0, 0, 0, 0, 1, 1, 0) : 2 
(0, 0, 0, 0, 0, 0, 1, 1, 0, 1) : 5 
(1, 0, 0, 0, 0, 0, 1, 1, 1, 0) : 3 
(0, 0, 0, 0, 0, 0, 1, 1, 1, 0) : 3 
(0, 0, 0, 0, 0, 0, 1, 0, 1, 1) : 1 
(1, 0, 0, 0, 0, 0, 1, 1, 0, 1) : 5 
(0, 1, 0, 0, 0, 0, 1, 1, 0, 1) : 2 
(1, 1, 0, 0, 0, 0, 1, 1, 1, 0) : 1 
(1, 1, 0, 0, 0, 0, 0, 1, 1, 0) : 9 
(0, 1, 0, 0, 0, 0, 0, 1, 1, 1) : 4 
(0, 1, 0, 0, 0, 0, 0, 1, 0, 1) : 8 
(1, 0, 1, 0, 0, 0, 0, 1, 0, 1) : 1 
(1, 0, 1, 0, 0, 0, 1, 0, 1, 1) : 8 
(0, 0, 1, 0, 0, 0, 1, 0, 1, 1) : 2 
(0, 0, 1, 0, 0, 1, 0, 1, 1, 1) : 3 
(0, 0, 1, 0, 0, 1, 0, 1, 0, 1) : 5 
(1, 0, 1, 0, 0, 1, 0, 1, 1, 0) : 19 
(1, 0, 1, 0, 0, 1, 1, 0, 1, 0) : 20 
(0, 1, 1, 0, 0, 1, 1, 0, 1, 1) : 8 
(1, 0, 1, 0, 1, 0, 1, 1, 1, 0) : 101 
(0, 1, 1, 1, 1, 1, 0, 1, 1, 1) : 27 
(0, 1, 0, 0, 1, 1, 1, 0, 1, 1) : 3 
(1, 1, 0, 0, 1, 1, 1, 0, 1, 0) : 5 
(1, 0, 1, 1, 0, 1, 1, 0, 0, 1) : 28 
(1, 1, 0, 1, 0, 1, 1, 0, 0, 1) : 13 
(1, 1, 0, 1, 0, 1, 0, 0, 0, 1) : 9 
(1, 1, 0, 1, 1, 1, 0, 0, 0, 1) : 1 
(0, 1, 0, 1, 1, 0, 0, 0, 0, 1) : 7 
(1, 0, 1, 1, 1, 0, 0, 0, 0, 1) : 4 
(1, 1, 0, 1, 1, 0, 0, 0, 0, 1) : 3 
(1, 1, 1, 0, 1, 0, 0, 0, 0, 1) : 2 
(1, 1, 1, 0, 1, 0, 0, 0, 1, 0) : 9 
(0, 1, 1, 0, 1, 0, 0, 0, 1, 1) : 9 
(1, 0, 1, 0, 1, 0, 0, 0, 1, 1) : 14 
(0, 0, 1, 0, 1, 0, 0, 0, 1, 1) : 5 
(1, 0, 1, 0, 1, 0, 0, 0, 1, 0) : 15 
(1, 1, 0, 1, 1, 0, 0, 0, 1, 0) : 13 
(1, 0, 1, 1, 1, 0, 0, 0, 1, 0) : 6 
(1, 0, 1, 1, 0, 1, 0, 0, 1, 0) : 23 
(0, 1, 0, 1, 1, 0, 1, 0, 0, 1) : 24 
(1, 0, 0, 0, 1, 1, 0, 1, 1, 1) : 8 
(1, 0, 0, 1, 0, 1, 0, 1, 1, 1) : 7 
(1, 0, 0, 1, 1, 0, 1, 1, 1, 0) : 27 
(1, 0, 0, 1, 0, 1, 1, 0, 1, 0) : 25 
(1, 0, 0, 1, 0, 1, 0, 1, 1, 0) : 23 
(0, 0, 1, 0, 1, 0, 1, 0, 1, 1) : 12 
(1, 0, 1, 0, 1, 0, 0, 1, 0, 1) : 11 
(1, 0, 1, 0, 0, 0, 1, 1, 1, 0) : 10 
(0, 1, 1, 0, 0, 0, 1, 1, 1, 1) : 5 
(0, 1, 1, 0, 0, 0, 1, 0, 1, 1) : 6 
(1, 1, 1, 0, 0, 0, 1, 0, 1, 0) : 3 
(1, 1, 1, 0, 1, 0, 1, 1, 0, 1) : 49 
(1, 1, 1, 1, 0, 1, 1, 1, 0, 1) : 18 
(0, 1, 0, 1, 1, 0, 1, 1, 1, 0) : 7 
(0, 1, 0, 0, 1, 0, 1, 1, 1, 0) : 4 
(1, 0, 1, 1, 0, 1, 0, 1, 0, 0) : 22 
(0, 0, 0, 1, 1, 1, 0, 1, 0, 1) : 5 
(1, 0, 1, 1, 0, 0, 1, 0, 1, 1) : 3 
(1, 0, 0, 1, 0, 0, 0, 1, 1, 1) : 5 
(1, 0, 0, 1, 0, 0, 0, 1, 1, 0) : 9 
(0, 0, 0, 1, 0, 0, 0, 1, 1, 0) : 3 
(0, 0, 0, 1, 0, 0, 0, 1, 0, 1) : 13 
(0, 0, 0, 1, 0, 0, 1, 0, 1, 1) : 11 
(0, 0, 0, 1, 0, 0, 0, 0, 1, 1) : 5 
(1, 0, 0, 1, 0, 0, 0, 0, 1, 0) : 9 
(1, 0, 1, 0, 1, 0, 0, 0, 0, 0) : 1 
(0, 1, 1, 0, 1, 0, 0, 0, 0, 1) : 7 
(0, 1, 1, 1, 0, 1, 0, 0, 0, 0) : 1 
(0, 1, 1, 1, 1, 0, 1, 0, 0, 0) : 3 
(0, 1, 1, 0, 1, 1, 1, 0, 0, 0) : 3 
(0, 1, 0, 1, 1, 1, 1, 0, 0, 0) : 1 
(1, 0, 1, 1, 0, 1, 1, 0, 0, 0) : 4 
(1, 1, 1, 1, 1, 0, 1, 0, 1, 0) : 20 
(0, 1, 0, 1, 0, 1, 0, 1, 1, 0) : 9 
(1, 1, 1, 0, 1, 1, 1, 0, 1, 1) : 9 
(1, 1, 0, 0, 1, 0, 1, 0, 1, 1) : 2 
(1, 0, 1, 0, 1, 1, 0, 0, 1, 0) : 12 
(1, 1, 0, 1, 1, 1, 0, 0, 1, 0) : 2 
(0, 1, 0, 1, 1, 1, 0, 0, 1, 1) : 5 
(1, 1, 0, 1, 0, 1, 0, 1, 0, 0) : 18 
(1, 1, 0, 1, 1, 0, 0, 1, 0, 1) : 14 
(1, 0, 1, 1, 1, 0, 0, 1, 0, 1) : 10 
(1, 1, 0, 1, 1, 0, 0, 1, 0, 0) : 2 
(1, 1, 1, 0, 1, 0, 0, 1, 0, 0) : 3 
(1, 1, 0, 0, 1, 0, 0, 1, 0, 0) : 5 
(1, 0, 1, 0, 1, 0, 0, 1, 0, 0) : 5 
(0, 1, 1, 0, 1, 0, 0, 1, 0, 1) : 23 
(0, 1, 1, 1, 0, 1, 1, 1, 1, 1) : 19 
(1, 1, 0, 1, 0, 0, 0, 1, 1, 0) : 12 
(1, 0, 1, 1, 0, 0, 0, 1, 1, 0) : 6 
(1, 0, 1, 0, 1, 0, 0, 1, 1, 0) : 22 
(1, 0, 0, 0, 1, 1, 0, 1, 1, 0) : 7 
(1, 0, 0, 0, 1, 1, 1, 0, 1, 0) : 3 
(1, 0, 0, 0, 1, 1, 1, 1, 0, 1) : 5 
(1, 0, 0, 1, 1, 1, 0, 1, 0, 1) : 5 
(0, 1, 1, 0, 0, 1, 1, 1, 0, 1) : 1 
(1, 1, 0, 0, 0, 1, 1, 1, 1, 0) : 1 
(1, 1, 0, 0, 0, 1, 1, 0, 1, 0) : 4 
(0, 1, 0, 0, 0, 1, 1, 0, 1, 1) : 4 
(0, 1, 0, 0, 1, 0, 1, 0, 1, 1) : 17 
(0, 1, 0, 1, 0, 1, 1, 1, 1, 0) : 3 
(1, 1, 0, 1, 1, 0, 0, 0, 1, 1) : 8 
(0, 1, 0, 1, 1, 0, 0, 0, 1, 1) : 10 
(1, 0, 1, 1, 1, 0, 0, 0, 1, 1) : 3 
(1, 0, 1, 1, 0, 1, 0, 0, 1, 1) : 12 
(0, 0, 1, 1, 1, 1, 0, 1, 1, 0) : 2 
(0, 0, 1, 1, 1, 1, 1, 0, 1, 0) : 1 
(0, 0, 1, 0, 1, 1, 1, 0, 1, 0) : 9 
(0, 0, 1, 0, 0, 1, 1, 0, 1, 0) : 1 
(0, 0, 1, 0, 0, 1, 1, 1, 0, 1) : 3 
(0, 0, 1, 1, 0, 1, 1, 1, 0, 1) : 10 
(0, 0, 1, 0, 1, 1, 1, 1, 0, 1) : 10 
(0, 0, 1, 0, 1, 0, 0, 1, 0, 1) : 1 
(0, 0, 1, 0, 1, 0, 1, 0, 0, 1) : 1 
(1, 1, 0, 1, 1, 0, 1, 1, 1, 1) : 8 
(0, 0, 1, 1, 1, 0, 1, 0, 1, 1) : 14 
(1, 0, 1, 1, 1, 0, 1, 0, 0, 0) : 6 
(1, 1, 0, 1, 1, 0, 1, 0, 0, 0) : 5 
(1, 1, 0, 0, 1, 1, 0, 0, 0, 0) : 1 
(0, 1, 0, 0, 1, 1, 0, 0, 0, 1) : 2 
(1, 1, 1, 0, 1, 0, 0, 1, 0, 1) : 10 
(1, 1, 1, 0, 1, 0, 1, 0, 1, 1) : 16 
(1, 0, 0, 0, 1, 0, 1, 0, 0, 1) : 4 
(1, 1, 0, 1, 1, 1, 0, 1, 1, 1) : 22 
(1, 1, 1, 0, 1, 1, 0, 1, 1, 1) : 6 
(1, 1, 0, 0, 1, 1, 0, 1, 1, 1) : 2 
(0, 1, 0, 0, 1, 1, 0, 1, 1, 1) : 8 
(0, 0, 0, 0, 1, 1, 0, 1, 0, 1) : 10 
(1, 1, 0, 1, 1, 1, 1, 1, 0, 1) : 25 
(1, 1, 0, 1, 1, 0, 1, 1, 0, 0) : 13 
(1, 1, 1, 0, 1, 0, 1, 1, 1, 1) : 3 
(1, 1, 0, 1, 0, 0, 1, 1, 1, 0) : 16 
(1, 1, 1, 0, 1, 1, 0, 1, 0, 0) : 5 
(1, 0, 1, 1, 1, 1, 1, 1, 0, 1) : 11 
(1, 1, 1, 1, 0, 1, 0, 1, 0, 0) : 2 
(1, 0, 1, 0, 1, 1, 1, 0, 0, 1) : 6 
(1, 1, 1, 1, 0, 1, 1, 1, 1, 0) : 28 
(0, 0, 0, 1, 0, 1, 1, 0, 1, 1) : 12 
(0, 1, 0, 1, 0, 1, 0, 0, 1, 1) : 14 
(1, 1, 0, 1, 0, 1, 0, 0, 1, 1) : 4 
(1, 1, 1, 0, 1, 1, 0, 0, 1, 1) : 3 
(0, 1, 1, 0, 1, 1, 1, 1, 1, 1) : 14 
(1, 0, 1, 1, 0, 1, 1, 1, 1, 1) : 9 
(1, 0, 1, 1, 0, 0, 0, 1, 0, 1) : 1 
(1, 0, 1, 1, 0, 0, 0, 1, 0, 0) : 2 
(0, 1, 1, 1, 0, 0, 0, 1, 0, 1) : 6 
(1, 1, 1, 0, 1, 1, 1, 0, 0, 1) : 2 
(1, 0, 1, 0, 1, 1, 1, 1, 1, 0) : 14 
(1, 1, 1, 0, 1, 1, 0, 0, 0, 1) : 1 
(1, 1, 1, 1, 0, 1, 0, 0, 0, 1) : 1 
(1, 1, 0, 1, 0, 1, 0, 0, 1, 0) : 18 
(0, 0, 1, 0, 1, 0, 1, 0, 1, 0) : 5 
(0, 0, 1, 0, 1, 1, 0, 1, 1, 0) : 2 
(0, 0, 1, 1, 0, 1, 0, 1, 1, 0) : 4 
(0, 1, 0, 1, 1, 0, 0, 1, 1, 0) : 2 
(1, 0, 1, 1, 1, 0, 0, 1, 1, 0) : 8 
(0, 1, 1, 0, 1, 1, 0, 0, 1, 0) : 3 
(0, 1, 0, 1, 1, 1, 0, 0, 1, 0) : 2 
(1, 0, 1, 1, 1, 1, 0, 0, 1, 0) : 7 
(0, 1, 1, 1, 1, 0, 0, 1, 1, 1) : 8 
(0, 1, 1, 1, 1, 0, 0, 1, 0, 1) : 13 
(0, 1, 1, 1, 1, 1, 0, 1, 0, 1) : 11 
(0, 1, 0, 1, 1, 0, 0, 1, 1, 1) : 3 
(0, 1, 0, 1, 1, 0, 0, 1, 0, 1) : 8 
(1, 1, 1, 0, 1, 0, 0, 1, 1, 0) : 4 
(1, 1, 1, 1, 0, 1, 1, 0, 1, 1) : 3 
(0, 0, 1, 0, 1, 1, 0, 1, 1, 1) : 14 
(0, 0, 1, 0, 1, 1, 1, 0, 1, 1) : 7 
(0, 0, 1, 0, 1, 0, 1, 1, 1, 1) : 11 
(1, 0, 1, 0, 1, 0, 1, 1, 1, 1) : 14 
(1, 1, 0, 1, 0, 0, 1, 0, 1, 1) : 10 
(1, 1, 0, 1, 0, 1, 1, 1, 1, 1) : 3 
(0, 1, 1, 1, 0, 1, 1, 1, 0, 0) : 1 
(0, 1, 1, 1, 0, 0, 1, 1, 0, 0) : 1 
(0, 1, 0, 1, 0, 0, 1, 1, 0, 0) : 1 
(0, 1, 0, 1, 0, 0, 1, 0, 1, 0) : 7 
(0, 1, 1, 1, 0, 0, 1, 0, 1, 1) : 6 
(0, 1, 1, 1, 0, 0, 1, 1, 0, 1) : 3 
(0, 1, 0, 0, 1, 0, 1, 0, 0, 1) : 8 
(1, 1, 1, 1, 1, 0, 1, 1, 0, 1) : 11 
(1, 1, 1, 1, 1, 0, 1, 0, 1, 1) : 3 
(1, 1, 0, 1, 0, 1, 1, 1, 0, 0) : 11 
(0, 1, 0, 0, 0, 1, 0, 1, 1, 1) : 12 
(1, 1, 0, 0, 0, 1, 0, 1, 1, 0) : 12 
(0, 1, 1, 0, 0, 1, 0, 1, 1, 1) : 11 
(0, 1, 1, 0, 0, 1, 0, 1, 0, 1) : 6 
(1, 1, 1, 0, 0, 1, 0, 1, 1, 0) : 7 
(1, 0, 1, 0, 0, 1, 0, 1, 0, 0) : 5 
(1, 1, 0, 1, 1, 0, 0, 1, 1, 0) : 20 
(1, 0, 0, 1, 1, 1, 1, 0, 1, 0) : 2 
(0, 1, 0, 1, 0, 0, 0, 1, 1, 1) : 4 
(0, 0, 1, 1, 0, 1, 0, 1, 1, 1) : 5 
(0, 0, 1, 1, 1, 0, 1, 1, 1, 1) : 3 
(0, 0, 1, 1, 1, 1, 0, 1, 1, 1) : 1 
(0, 0, 1, 1, 1, 1, 0, 1, 0, 1) : 2 
(0, 0, 1, 1, 0, 1, 0, 1, 0, 1) : 20 
(0, 1, 0, 1, 1, 1, 1, 1, 1, 1) : 4 
(0, 1, 0, 1, 1, 1, 1, 1, 1, 0) : 3 
(0, 1, 0, 0, 1, 1, 0, 1, 0, 1) : 3 
(1, 0, 1, 1, 0, 0, 1, 1, 1, 1) : 5 
(0, 1, 1, 1, 0, 0, 1, 1, 1, 1) : 3 
(1, 1, 0, 1, 0, 0, 1, 1, 1, 1) : 2 
(0, 1, 0, 1, 0, 0, 1, 1, 1, 1) : 2 
(1, 1, 1, 1, 0, 1, 1, 1, 0, 0) : 3 
(1, 0, 1, 0, 1, 1, 1, 0, 0, 0) : 1 
(0, 0, 0, 1, 1, 1, 1, 1, 0, 1) : 9 
(0, 0, 0, 1, 1, 0, 1, 0, 1, 1) : 13 
(0, 0, 0, 1, 1, 0, 0, 1, 0, 1) : 7 
(0, 0, 0, 1, 0, 1, 0, 0, 0, 1) : 1 
(1, 0, 0, 1, 0, 1, 0, 0, 1, 0) : 6 
